alpha = 2.610000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.635000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.660000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.685000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.710000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.735000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.760000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.785000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.810000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.835000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.860000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.885000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.910000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.935000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.960000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 2.985000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.010000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.035000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.060000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.085000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.110000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.135000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.160000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.185000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.210000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.235000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.260000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.285000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.310000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.335000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.360000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.385000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.410000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.435000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.460000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.485000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.510000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.535000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.560000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.585000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.610000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.635000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.660000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.685000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.710000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.735000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.760000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.785000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.810000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.835000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.860000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.885000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.910000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.935000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.960000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 3.985000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.010000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.035000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.060000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.085000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.110000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.135000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.160000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.185000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.210000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.235000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.260000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.285000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.310000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.335000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.360000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.385000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.410000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.435000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.460000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.485000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.510000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.535000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.560000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.585000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.610000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.635000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.660000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.685000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.710000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.735000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.760000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.785000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.810000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.835000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.860000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.885000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.910000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.935000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.960000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 4.985000, tolerance = 0.200000, mean = 0.271466, std = 0.110727
alpha = 0.010000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.035000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.060000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.085000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.110000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.135000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.160000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.185000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.210000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.235000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.260000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.285000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.310000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.335000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.360000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.385000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.410000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.435000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.460000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.485000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.510000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.535000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.560000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.585000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.610000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.635000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.660000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.685000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.710000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.735000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.760000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.785000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.810000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.835000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.860000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.885000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.910000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.935000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.960000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 0.985000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.010000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.035000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.060000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.085000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.110000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.135000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.160000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.185000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.210000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.235000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.260000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.285000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.310000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.335000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.360000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.385000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.410000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.435000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.460000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.485000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.510000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.535000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.560000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.585000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.610000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.635000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.660000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.685000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.710000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.735000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.760000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.785000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.810000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.835000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.860000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.885000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.910000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.935000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.960000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 1.985000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.010000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.035000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.060000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.085000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.110000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.135000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.160000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.185000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.210000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.235000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.260000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.285000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.310000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.335000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.360000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.385000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.410000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.435000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.460000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.485000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.510000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.535000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.560000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.585000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.610000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.635000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.660000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.685000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.710000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.735000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.760000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.785000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.810000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.835000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.860000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.885000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.910000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.935000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.960000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 2.985000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.010000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.035000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.060000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.085000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.110000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.135000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.160000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.185000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.210000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.235000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.260000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.285000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.310000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.335000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.360000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.385000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.410000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.435000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.460000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.485000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.510000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.535000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.560000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.585000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.610000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.635000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.660000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.685000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.710000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.735000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.760000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.785000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.810000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.835000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.860000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.885000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.910000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.935000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.960000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 3.985000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.010000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.035000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.060000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.085000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.110000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.135000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.160000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.185000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.210000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.235000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.260000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.285000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.310000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.335000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.360000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.385000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.410000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.435000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.460000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.485000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.510000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.535000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.560000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.585000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.610000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.635000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.660000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.685000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.710000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.735000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.760000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.785000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.810000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.835000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.860000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.885000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.910000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.935000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.960000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
alpha = 4.985000, tolerance = 0.500000, mean = 0.271466, std = 0.110727
